,0,1,2,3,4,5,6,7,8,9
0,4.505520343780518,4.504613399505615,4.488431453704834,4.4813456535339355,4.457411766052246,4.4368815422058105,4.435698509216309,4.422151565551758,4.411216735839844,4.409350872039795
1,5.219239234924316,5.174749851226807,5.160200119018555,5.069463729858398,5.06818151473999,4.972890377044678,4.944830894470215,4.944801330566406,4.9032464027404785,4.898645401000977
2,5.062256813049316,5.021171569824219,4.831348896026611,4.7825775146484375,4.737264633178711,4.671268463134766,4.661340236663818,4.653094291687012,4.641170501708984,4.633151054382324
3,5.320359230041504,5.238965034484863,5.113958358764648,5.102630615234375,5.064723491668701,5.0521240234375,4.908841609954834,4.904970169067383,4.900620937347412,4.862628936767578
4,5.272285461425781,5.195737838745117,5.049349784851074,5.032647132873535,5.030271053314209,5.022788047790527,4.874094009399414,4.827359676361084,4.813074588775635,4.812154293060303
5,4.709567546844482,4.7084245681762695,4.67773962020874,4.671357154846191,4.662613868713379,4.662019729614258,4.649566650390625,4.6478495597839355,4.641556262969971,4.6158127784729
6,5.593780040740967,5.58812141418457,5.381741046905518,5.369797229766846,5.362720489501953,5.3179779052734375,5.296351432800293,5.201469421386719,5.179102897644043,5.174070835113525
7,5.062982559204102,5.022125244140625,4.987099647521973,4.830524444580078,4.782055377960205,4.736028671264648,4.670487403869629,4.6606364250183105,4.655698776245117,4.640372276306152
8,5.0881733894348145,5.039747714996338,4.956826686859131,4.9307332038879395,4.76652193069458,4.765261650085449,4.747200965881348,4.731482982635498,4.6986565589904785,4.648406028747559
9,4.976409912109375,4.963534832000732,4.911384105682373,4.901306629180908,4.873098373413086,4.805345058441162,4.782474994659424,4.7528791427612305,4.6692047119140625,4.6507887840271
10,5.421106338500977,5.411401748657227,5.316461563110352,5.247256278991699,5.169467449188232,5.129210472106934,5.117153167724609,5.100489616394043,5.0912909507751465,5.0578203201293945
11,4.9343109130859375,4.922286033630371,4.891442775726318,4.84838342666626,4.818700313568115,4.808114051818848,4.794031143188477,4.684147834777832,4.659849166870117,4.654857158660889
12,4.862364292144775,4.821090221405029,4.774464130401611,4.683224201202393,4.641523361206055,4.630006313323975,4.613353252410889,4.592198848724365,4.585454940795898,4.579421043395996
13,5.062255859375,5.0211710929870605,4.831348419189453,4.7825775146484375,4.737265110015869,4.671268463134766,4.653093338012695,4.641170501708984,4.633151054382324,4.62101936340332
14,4.711421489715576,4.669065475463867,4.650315761566162,4.631447792053223,4.628353118896484,4.625036239624023,4.604344844818115,4.604032516479492,4.6005539894104,4.57403564453125
15,5.282183647155762,5.20712423324585,5.056423664093018,5.03244686126709,5.030003070831299,4.885350704193115,4.8291239738464355,4.822230339050293,4.810760974884033,4.810544967651367
16,5.31031608581543,5.276304244995117,5.228299617767334,5.147223472595215,5.123019218444824,5.046713352203369,5.018828392028809,4.993795871734619,4.987049102783203,4.917279243469238
17,4.997995376586914,4.96163272857666,4.924376487731934,4.913034439086914,4.896633148193359,4.889746189117432,4.8749542236328125,4.7582902908325195,4.7502336502075195,4.711792945861816
18,5.234617233276367,5.1675567626953125,5.122457027435303,5.104791641235352,5.053127765655518,5.013054370880127,5.0007710456848145,4.973328590393066,4.890411376953125,4.806366920471191
19,5.283951759338379,5.1978759765625,5.0963616371154785,5.0881876945495605,5.047031402587891,4.910707950592041,4.886129379272461,4.880072593688965,4.850071430206299,4.8428521156311035
20,5.005335807800293,4.989285469055176,4.988167762756348,4.981142997741699,4.935571193695068,4.8577656745910645,4.843044757843018,4.841193199157715,4.821734428405762,4.817269325256348
21,4.957575798034668,4.8315839767456055,4.783875465393066,4.7703704833984375,4.73081111907959,4.698523998260498,4.675092697143555,4.656573295593262,4.655248641967773,4.625850200653076
22,4.952263832092285,4.920993328094482,4.9203386306762695,4.908308029174805,4.890586853027344,4.857008934020996,4.8071675300598145,4.784474849700928,4.77485990524292,4.756153106689453
23,4.986703395843506,4.9509477615356445,4.8950514793396,4.846928119659424,4.692683696746826,4.653099060058594,4.648972034454346,4.633288383483887,4.623775005340576,4.612773895263672
24,5.28157377243042,5.213976860046387,5.205023288726807,5.174680233001709,5.137723922729492,5.081578254699707,5.066524028778076,5.037692546844482,4.965320587158203,4.8668131828308105
25,5.0131425857543945,4.992308616638184,4.896347522735596,4.88615083694458,4.88301944732666,4.8253397941589355,4.774514675140381,4.773562431335449,4.734315872192383,4.725836753845215
26,5.004369735717773,4.971179485321045,4.7309746742248535,4.691616535186768,4.665857315063477,4.626338005065918,4.606431484222412,4.601560592651367,4.580343723297119,4.5757904052734375
