,0,1,2,3,4,5,6,7,8,9
0,4.505520344,4.5046134,4.488431454,4.481345654,4.457411766,4.436881542,4.435698509,4.422151566,4.411216736,4.409350872
1,5.021923923,5.017474985,5.016020012,5.006946373,5.006818151,4.972890377,4.944830894,4.944801331,4.903246403,4.898645401
2,5.006225681,5.002117157,4.831348896,4.782577515,4.737264633,4.671268463,4.661340237,4.653094292,4.641170502,4.633151054
3,5.032035923,5.023896503,5.011395836,5.010263062,5.006472349,5.005212402,4.90884161,4.904970169,4.900620937,4.862628937
4,5.027228546,5.019573784,5.004934978,5.003264713,5.003027105,5.002278805,4.874094009,4.827359676,4.813074589,4.812154293
5,4.709567547,4.708424568,4.67773962,4.671357155,4.662613869,4.66201973,4.64956665,4.64784956,4.641556263,4.615812778
6,5.059378004,5.058812141,5.038174105,5.036979723,5.036272049,5.031797791,5.029635143,5.020146942,5.01791029,5.017407084
7,5.006298256,5.002212524,4.987099648,4.830524445,4.782055378,4.736028671,4.670487404,4.660636425,4.655698776,4.640372276
8,5.008817339,5.003974771,4.956826687,4.930733204,4.766521931,4.76526165,4.747200966,4.731482983,4.698656559,4.648406029
9,4.976409912,4.963534832,4.911384106,4.901306629,4.873098373,4.805345058,4.782474995,4.752879143,4.669204712,4.650788784
10,5.042110634,5.041140175,5.031646156,5.024725628,5.016946745,5.012921047,5.011715317,5.010048962,5.009129095,5.005782032
11,4.934310913,4.922286034,4.891442776,4.848383427,4.818700314,4.808114052,4.794031143,4.684147835,4.659849167,4.654857159
12,4.862364292,4.821090221,4.77446413,4.683224201,4.641523361,4.630006313,4.613353252,4.592198849,4.585454941,4.579421043
13,5.006225586,5.002117109,4.831348419,4.782577515,4.73726511,4.671268463,4.653093338,4.641170502,4.633151054,4.621019363
14,4.71142149,4.669065475,4.650315762,4.631447792,4.628353119,4.62503624,4.604344845,4.604032516,4.600553989,4.574035645
15,5.028218365,5.020712423,5.005642366,5.003244686,5.003000307,4.885350704,4.829123974,4.822230339,4.810760975,4.810544968
16,5.031031609,5.027630424,5.022829962,5.014722347,5.012301922,5.004671335,5.001882839,4.993795872,4.987049103,4.917279243
17,4.997995377,4.961632729,4.924376488,4.913034439,4.896633148,4.889746189,4.874954224,4.758290291,4.75023365,4.711792946
18,5.023461723,5.016755676,5.012245703,5.010479164,5.005312777,5.001305437,5.000077105,4.97332859,4.890411377,4.80636692
19,5.028395176,5.019787598,5.009636164,5.008818769,5.00470314,4.910707951,4.886129379,4.880072594,4.85007143,4.842852116
