,0,1,2,3,4,5,6,7,8,9
0,4.698628902435303,4.691385746002197,4.633768081665039,4.612197399139404,4.557981014251709,4.556880474090576,4.551743507385254,4.519493579864502,4.515562057495117,4.4762420654296875
1,4.890480995178223,4.686603546142578,4.6070098876953125,4.59996223449707,4.597323894500732,4.594189167022705,4.582726955413818,4.577025413513184,4.541466236114502,4.5365400314331055
2,4.39019250869751,4.384194850921631,4.349677085876465,4.246939659118652,4.152163982391357,4.124042510986328,4.114251613616943,4.058687210083008,4.005690574645996,3.999335765838623
3,4.602603912353516,4.5018815994262695,4.4590067863464355,4.378370761871338,4.370815277099609,4.334695339202881,4.327757835388184,4.325551509857178,4.315177917480469,4.301112174987793
4,4.1742167472839355,4.1418070793151855,4.133028030395508,4.111788272857666,4.103653907775879,4.090483665466309,4.081754207611084,4.078181743621826,4.062151908874512,4.060720443725586
5,4.538464546203613,4.402153968811035,4.389829158782959,4.352559566497803,4.329676628112793,4.317383289337158,4.316008567810059,4.3137006759643555,4.313486576080322,4.2860236167907715
6,4.6167707443237305,4.580555438995361,4.536327838897705,4.464301586151123,4.400941371917725,4.38227653503418,4.344733715057373,4.267298698425293,4.261770725250244,4.260040760040283
7,4.5583648681640625,4.409200191497803,4.337689399719238,4.336390018463135,4.323226451873779,4.258330821990967,4.216919898986816,4.191044807434082,4.181584358215332,4.159693241119385
8,4.846187114715576,4.79603910446167,4.667773246765137,4.552975654602051,4.531749248504639,4.530976295471191,4.4529619216918945,4.432785511016846,4.4205498695373535,4.401298522949219
9,4.890298843383789,4.755885124206543,4.731078147888184,4.711414337158203,4.666335105895996,4.654913902282715,4.650646209716797,4.6487274169921875,4.622409820556641,4.60128927230835
10,4.556859493255615,4.330300807952881,4.277805328369141,4.257418632507324,4.240036964416504,4.213030815124512,4.204028129577637,4.1822509765625,4.181201934814453,4.1480793952941895
11,4.504781723022461,4.499390602111816,4.425844192504883,4.373561382293701,4.290003299713135,4.28127908706665,4.231417655944824,4.220859527587891,4.180241107940674,4.0806803703308105
12,4.720362186431885,4.551053524017334,4.481546401977539,4.387509346008301,4.381918907165527,4.3468017578125,4.3241071701049805,4.295777797698975,4.289617538452148,4.251161098480225
13,4.242420673370361,4.215039253234863,4.1852312088012695,4.159383773803711,4.097163200378418,4.061621189117432,4.022663116455078,3.9852843284606934,3.812680959701538,3.7954626083374023
14,4.826148509979248,4.6664323806762695,4.605027198791504,4.500006675720215,4.498546600341797,4.449188709259033,4.440452575683594,4.429342746734619,4.395674228668213,4.32145881652832
15,4.168340682983398,4.048698425292969,3.9109296798706055,3.7518582344055176,3.7506954669952393,3.716350555419922,3.654709577560425,3.5541388988494873,3.541518449783325,3.5373570919036865
16,4.795810222625732,4.718799591064453,4.708929061889648,4.672390937805176,4.61695671081543,4.590296745300293,4.566560745239258,4.538440704345703,4.51901388168335,4.497812271118164
17,4.87939453125,4.771797180175781,4.610504150390625,4.601171970367432,4.541151523590088,4.535970687866211,4.531398773193359,4.528970718383789,4.528100490570068,4.501490592956543
18,4.864457130432129,4.711853504180908,4.650869369506836,4.557225227355957,4.545684814453125,4.489438533782959,4.48842191696167,4.476016044616699,4.4691290855407715,4.440474510192871
19,4.657304763793945,4.470840930938721,4.448835372924805,4.303553104400635,4.266394138336182,4.243551254272461,4.168033599853516,4.147936820983887,4.124511241912842,4.041998863220215
20,4.087388515472412,3.878594398498535,3.796005964279175,3.793972969055176,3.6656627655029297,3.6425187587738037,3.451179027557373,3.3730366230010986,3.3700599670410156,3.3233799934387207
21,4.616837978363037,4.52002477645874,4.4993109703063965,4.474569797515869,4.4386820793151855,4.417753219604492,4.395169258117676,4.38844108581543,4.375207424163818,4.352300643920898
22,4.708432197570801,4.67620849609375,4.642228126525879,4.635456562042236,4.6344194412231445,4.602592945098877,4.599185466766357,4.581247329711914,4.575896739959717,4.543822288513184
23,4.706602096557617,4.653268337249756,4.652225494384766,4.620260238647461,4.58801794052124,4.577008247375488,4.539309978485107,4.534125804901123,4.494654655456543,4.463279724121094
24,4.614994049072266,4.573497295379639,4.556346893310547,4.503314018249512,4.479508399963379,4.466919898986816,4.465383529663086,4.46506404876709,4.409738063812256,4.408786773681641
25,4.797616958618164,4.466276168823242,4.4331135749816895,4.4149250984191895,4.230968475341797,4.205202579498291,4.174941539764404,4.149633884429932,4.092166423797607,4.087894916534424
26,4.767363548278809,4.745993614196777,4.743313789367676,4.743143081665039,4.698195457458496,4.6866984367370605,4.68311071395874,4.671760559082031,4.65282678604126,4.628936767578125
27,4.694222450256348,4.643485069274902,4.640547752380371,4.6142964363098145,4.572230815887451,4.560792446136475,4.5286970138549805,4.510707378387451,4.476434230804443,4.4691057205200195
28,4.800533294677734,4.467881202697754,4.433841705322266,4.417773246765137,4.408498287200928,4.394796371459961,4.36887788772583,4.366131782531738,4.333717346191406,4.303774356842041
29,4.413602828979492,4.360247611999512,4.337518692016602,4.32600736618042,4.291539192199707,4.276551723480225,4.2679948806762695,4.186526775360107,4.17276668548584,4.168838977813721
30,4.392646789550781,4.377649784088135,4.31718635559082,4.308002948760986,4.2269487380981445,4.215748310089111,4.188841342926025,4.181057453155518,4.1798176765441895,4.173520088195801
31,4.643360614776611,4.517484188079834,4.493339538574219,4.486817359924316,4.481011390686035,4.465513229370117,4.458646774291992,4.429858207702637,4.422860622406006,4.397288799285889
32,4.710756301879883,4.673465728759766,4.672548294067383,4.671140193939209,4.66064977645874,4.659328937530518,4.619668960571289,4.594046115875244,4.59390115737915,4.582181453704834
33,4.884052276611328,4.698851108551025,4.5962982177734375,4.561513900756836,4.540387153625488,4.496544361114502,4.485294818878174,4.473426818847656,4.445639133453369,4.439594745635986
34,4.505590438842773,4.353555202484131,4.324302673339844,4.297815322875977,4.246825218200684,4.221288681030273,4.189085006713867,4.167068004608154,4.157724380493164,4.13965368270874
35,4.738441467285156,4.6682329177856445,4.613029479980469,4.581701278686523,4.541197299957275,4.500419616699219,4.499133110046387,4.478436470031738,4.47180700302124,4.429643154144287
36,4.52059268951416,4.515422344207764,4.453269958496094,4.430115222930908,4.423343658447266,4.41724967956543,4.406402111053467,4.387024879455566,4.37990665435791,4.376557350158691
37,4.425586700439453,4.413010597229004,4.37923526763916,4.371598720550537,4.327401161193848,4.321786403656006,4.3216071128845215,4.285497665405273,4.278414726257324,4.237061500549316
38,4.5540452003479,4.53346586227417,4.515591621398926,4.451559543609619,4.435770511627197,4.381201267242432,4.320943832397461,4.301820755004883,4.301502227783203,4.239855766296387
39,4.5438456535339355,4.5041608810424805,4.462780475616455,4.448746681213379,4.438879013061523,4.400238990783691,4.3974175453186035,4.327333450317383,4.312376499176025,4.291537284851074
40,4.574071407318115,4.488924503326416,4.4762749671936035,4.292926788330078,4.258004665374756,4.142649173736572,4.113010883331299,3.872469902038574,3.7757644653320312,3.7526402473449707
41,4.884044647216797,4.741560459136963,4.58578634262085,4.503614902496338,4.4846930503845215,4.470069408416748,4.436644077301025,4.395158767700195,4.395139694213867,4.393104553222656
42,4.682766914367676,4.487296104431152,4.4404072761535645,4.425126075744629,4.312119483947754,4.266695976257324,4.259718418121338,4.224743366241455,4.183788776397705,4.154626846313477
43,4.896568775177002,4.671266078948975,4.666881561279297,4.613128662109375,4.583437919616699,4.572051048278809,4.568171977996826,4.566121578216553,4.546636581420898,4.480672836303711
44,4.469707012176514,4.2445526123046875,4.151360988616943,4.129437446594238,4.122844696044922,4.113979816436768,4.109429836273193,4.064856052398682,4.027621269226074,4.022681713104248
45,4.812115669250488,4.754077434539795,4.231545925140381,4.221315383911133,4.112131118774414,4.098902702331543,4.0747175216674805,4.027653217315674,4.006478786468506,4.002767086029053
46,4.484879493713379,4.338189601898193,4.224555015563965,4.181677341461182,4.0533952713012695,3.9860455989837646,3.8873355388641357,3.8180387020111084,3.7928080558776855,3.766648769378662
47,4.8727521896362305,4.722354888916016,4.660308837890625,4.573849678039551,4.558027267456055,4.506124496459961,4.502488613128662,4.484591007232666,4.472146511077881,4.45250129699707
48,4.552533149719238,4.4993815422058105,4.432394027709961,4.39581298828125,4.367719650268555,4.345956325531006,4.3238654136657715,4.285396099090576,4.186408996582031,4.174534320831299
49,4.35502290725708,4.301074981689453,4.1755547523498535,4.076008319854736,4.055822849273682,4.0283684730529785,4.016590595245361,3.939826011657715,3.9079902172088623,3.8768539428710938
50,4.896203994750977,4.515323162078857,4.3295135498046875,4.326251983642578,4.321427345275879,4.263009548187256,4.26276969909668,4.242985725402832,4.204255104064941,4.16297721862793
51,4.675919055938721,4.613457679748535,4.610799789428711,4.563404083251953,4.500246047973633,4.474937915802002,4.405662536621094,4.319016933441162,4.267305850982666,4.241578578948975
52,4.911996841430664,4.9101457595825195,4.8947858810424805,4.770082473754883,4.714656352996826,4.705887794494629,4.699676036834717,4.697066307067871,4.679902076721191,4.679123878479004
53,4.588264465332031,4.503510475158691,4.4838361740112305,4.4754638671875,4.443675518035889,4.40355110168457,4.397757053375244,4.375190734863281,4.36660623550415,4.354248046875
54,4.90614128112793,4.681024551391602,4.6795973777771,4.614078044891357,4.540287494659424,4.5215959548950195,4.4932475090026855,4.431775093078613,4.431248664855957,4.3792033195495605
55,4.699350833892822,4.639952659606934,4.500734329223633,4.429821014404297,4.385490894317627,4.3429741859436035,4.33684778213501,4.297185897827148,4.283503532409668,4.197098255157471
56,4.223244667053223,4.110663890838623,4.10441780090332,4.08297061920166,4.069504737854004,3.9846394062042236,3.9719600677490234,3.955509901046753,3.954357862472534,3.94413685798645
57,4.868727684020996,4.795809268951416,4.746459007263184,4.718831539154053,4.708949089050293,4.682729721069336,4.67594575881958,4.672374725341797,4.6244683265686035,4.616975784301758
58,4.767488479614258,4.662872314453125,4.600882053375244,4.582703113555908,4.578497409820557,4.567889213562012,4.564854145050049,4.563047409057617,4.562851905822754,4.548536777496338
59,4.318174362182617,4.316124439239502,4.239696979522705,4.19776725769043,4.182866096496582,4.122580528259277,4.096399307250977,4.091318130493164,4.059167861938477,4.011867046356201
60,4.119380950927734,3.9243271350860596,3.8106689453125,3.7539663314819336,3.718947172164917,3.678865909576416,3.63972806930542,3.6375107765197754,3.617025852203369,3.435662269592285
61,4.602780342102051,4.518754005432129,4.513422012329102,4.505378723144531,4.485897541046143,4.482921600341797,4.479063034057617,4.465185642242432,4.439849853515625,4.430207252502441
62,4.641483306884766,4.5458221435546875,4.401457786560059,4.3799872398376465,4.36733865737915,4.333822727203369,4.27225399017334,4.236359596252441,4.152723789215088,4.122276782989502
